#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-12-27T07:00:22 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c245d33af68	
#INFO	-out.form=mini	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-sort=_r
#-nav=cat:I/324&cat:I/337&cat:I/345&tab:{I/345/gaia2}&cat:I/347&cat:VI/137&cat:VI/145&cat:J/A+A/523/A48&cat:V/149&cat:IX/52&key:source=GAIA+DR2&HTTPPRM:&&-ref=VIZ5c245d33af68&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-c.r=  2&-c.geom=r&-out.orig=standard&-order=I&-out=RA_ICRS&-out=e_RA_ICRS&-out=DE_ICRS&-out=e_DE_ICRS&-out=Source&-out=Plx&-out=e_Plx&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=Dup&-out=FG&-out=e_FG&-out=Gmag&-out=e_Gmag&-out=FBP&-out=e_FBP&-out=BPmag&-out=e_BPmag&-out=FRP&-out=e_FRP&-out=RPmag&-out=e_RPmag&-out=BP-RP&-out=RV&-out=e_RV&-out=Teff&-out=AG&-out=E(BP-RP)&-out=Rad&-out=Lum&-out=ID&-out=eRV&-out=s_RV&-out=Tbase&-out=JDm&-out=N&-out=VC&-ignore=VC=*&VC=VC&-out=Flag&-out=RVS&-out=e_RVS&-out=o_RVS&-out=2MASS&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out=e_Kmag&-out=Qflag&-out=Bmag&-out=Vmag&-out=SpType&-out=otype&-out=Simbad&Simbad=Simbad&-out=_RA.icrs&-out=_DE.icrs&-out=Instr&-out=JD&-out=Mask&-out=Idspec&-out=Allwise&-out=IERS&-out=LC&LC=LC&-out=TBest&-out=Pf&-out=P1O&-out=P2O&-out=P3O&-out=EpG&-out=EpBP&-out=EpRP&-out=AmpG&-out=AmpBP&-out=AmpRP&-out=[Fe/H]&-out=R21G&-out=R31G&-out=phi21G&-out=phi31G&-out=MBOL&-out=e_MBOL&-out=Flag&-out=BolCorr&-out=e_BolCorr&-out=Freq&-out=e_Freq&-out=Classifier&-out=BClass&-out=BClassScore&-out=Amp&-out=Nfov&-out=abbe&-out=Nvario&-out=Tvario&-out=Vvario&-out=NGmag&-out=TimeGmag&-out=DurGmag&-out=NBPmag&-out=TimeBPmag&-out=DurBPmag&-out=NRPmag&-out=TimeRPmag&-out=DurRPmag&-out=Ntrans&-out=TransitID&-out=TimeG&-out=TimeBP&-out=TimeRP&-out=VarGr&-out=VarBPr&-out=VarRPr&-out=ProtB&-out=AImax&-out=Gunsp&-out=BPunsp&-out=RPunsp&-out=Nseg&-out=Nout&-out=SProt&-out=FAPsPRot&-out=Scos&-out=Ssin&-out=Sa0&-out=SAI&-out=SGunsp&-out=SBPunsp&-out=SRPunsp&-out=STimeS&-out=STimeE&-out=ScolI&-out=ScolM&-out=Scor&-out=Ssigni&-out=TimeOutliers&-out=Nobs&-out=MPC&-out=Name&-out=astorb&astorb=astorb&-out=Slopeg&-out=Code&-out=Obs.arc&-out=Obs.num&-out=Obs.epoch&-out=Orb.m&-out=Omega&-out=Node&-out=Incl&-out=Eccen&-out=a&-out=Orb.Date&-out=CEU&-out=CEU.rate&-out=CEU.epoch&-out=Transit&-out=Obs.ID&-out=Epoch&-out=Res.RA&-out=Res.DE&-out=Res.AL&-out=Res.AC&-out=Select&-file=-c&-out.max=unlimited&-out.form=Tab-Separated-Values&-c.eq=J2000&-c.u=arcmin&
#-c.r=  2
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=Plx
#-out=Gmag
#-out=BPmag
#-out=RPmag
#-out=BP-RP
#-out.max=unlimited
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	BP-RP	(F7.4)	? BP-RP colour (photBpMeanMag-photRMeanMag) (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
Plx|Gmag|BPmag|RPmag|BP-RP
    7.1911|16.1870|18.0108|14.8763| 3.1345

    7.3958|15.6387|17.1157|14.4423| 2.6734

    6.9721|17.2609|19.1946|15.8994| 3.2951

    7.3087|17.4903|19.3294|16.1553| 3.1741

    7.4943|16.3734|18.0134|15.0994| 2.9140

    6.9563|18.3333|20.1275|16.9016| 3.2259

    7.3658|16.3574|18.1014|15.0527| 3.0487

    7.5963|16.6774|18.1572|15.3885| 2.7687

    7.1409|16.4418|18.0877|15.1934| 2.8943

    7.5389|13.3871|14.2206|12.4930| 1.7276

    7.3585|16.3492|17.9989|15.0832| 2.9158

    7.6049| 7.7321| 7.8283| 7.6078| 0.2205

    7.9227|17.5764|19.4478|16.2307| 3.2170

    7.2372|15.4094|16.8316|14.2326| 2.5989

    7.1607|17.1256|18.8227|15.8061| 3.0166

    7.1677|17.5849|19.3149|16.1668| 3.1482

    7.3092|17.4156|18.9562|16.0652| 2.8910

    7.1364|14.2868|15.6176|13.1482| 2.4694

    7.1958| 7.2732| 7.3074| 7.2575| 0.0499

    7.3355|18.1484|20.1268|16.7695| 3.3573

    7.0586|16.5210|18.3365|15.1873| 3.1492

    7.5575|18.7263|19.4105|17.0858| 2.3247

    6.6547|18.6684|20.6257|17.2110| 3.4147

    7.3282|16.4424|17.9805|15.1923| 2.7882

    7.1896|16.0822|17.6546|14.8431| 2.8115

    7.1931|10.3434|10.6947| 9.8549| 0.8398

    7.6127|17.8259|19.6338|16.4555| 3.1783

    7.3587|16.7211|18.2553|15.4582| 2.7971

    7.4106|10.3833|10.7260| 9.9033| 0.8227

    7.5733|17.2806|19.0828|15.9793| 3.1035

    7.4563|15.9558|17.7085|14.6729| 3.0355

    7.4446|14.4285|15.5512|13.3747| 2.1766

    7.8912|19.1826|20.9164|17.6853| 3.2311

    7.1231|17.0779|18.8055|15.7849| 3.0207

    7.5154| 9.0621| 9.3083| 8.7022| 0.6061

    7.2589|14.1021|15.1342|13.0939| 2.0403

    7.6843|17.3999|19.2862|16.0755| 3.2107

    7.6867|17.2621|18.9847|15.9747| 3.0100

    7.0987|15.0618|16.3929|13.9056| 2.4873

    7.6955|13.4514|14.3041|12.4457| 1.8584

    7.2581|12.5949|13.3143|11.7198| 1.5945

    7.4605|11.2689|11.7249|10.7025| 1.0224

    7.2300|17.2243|16.0374|15.3821| 0.6553

    7.3350|17.8525|19.6545|16.4996| 3.1549

    7.6577|17.0955|18.9537|15.7742| 3.1795

    7.4351|16.3176|17.9323|15.0334| 2.8989

    6.8182|18.9250|20.6641|17.4546| 3.2095

    6.9336|18.6791|18.8954|16.9806| 1.9148

    7.3264|17.1351|19.0445|15.8072| 3.2373

    7.3186|10.9430|11.3582|10.3998| 0.9584

    6.9834|19.4011|21.2447|17.8646| 3.3801

    7.1597|16.2061|18.0408|14.9219| 3.1189

    7.4468|12.2471|12.8515|11.5188| 1.3327

    7.2471|16.8582|18.7713|15.5091| 3.2622

    7.3272|10.1130|       | 8.9684|

    7.7709|16.9698|18.9066|15.6255| 3.2811

    6.8191|18.1712|20.2869|16.7612| 3.5257

    7.1905| 8.3242| 8.4735| 8.0818| 0.3918

    7.6643|15.9540|17.5795|14.7087| 2.8708

    7.2793|10.2111|10.5424| 9.7459| 0.7964

    7.2663|13.4317|14.2683|12.5434| 1.7249

    7.0549|16.4171|18.2429|15.1009| 3.1420

    7.2375|16.1397|17.7356|14.8924| 2.8432

    7.3233|10.5764|10.9483|10.0715| 0.8767

    7.5334|17.4573|18.8460|16.0920| 2.7540

    7.1444|15.9143|17.5226|14.6801| 2.8425

    7.3228|15.1659|16.5260|14.0131| 2.5129

    7.3220|12.0013|12.5434|11.3104| 1.2329
          |16.0305|       |       |

    7.2936|15.0646|16.3676|13.9330| 2.4346

    7.4584|17.1310|18.9380|15.7619| 3.1761

    7.0959| 9.9861|10.2942| 9.5483| 0.7459

    7.2383|16.3001|17.9469|15.0377| 2.9092

    7.3048|14.7779|16.2293|13.5898| 2.6396

    7.3399|10.6452|11.0237|10.1266| 0.8971

    7.2612| 9.2880| 9.5522| 8.9032| 0.6490

    7.3449|13.9689|14.9539|12.9946| 1.9593

    7.3508|14.6525|       |       |
    7.6494|13.5532|14.2592|12.4090| 1.8502

    8.1318| 9.9921|10.3306| 9.5242| 0.8064

    7.1420|14.6311|15.7949|13.5378| 2.2570

    7.5018|16.4116|18.2289|15.1076| 3.1213

    7.2480|15.0937|16.3554|13.9781| 2.3773

    7.5425|13.8771|14.8294|12.9302| 1.8991

    7.4824|17.5619|19.4071|16.2328| 3.1744

    7.4225|16.1622|17.7664|14.9234| 2.8430

    7.5539|17.9363|19.7346|16.5034| 3.2312

    7.2462|13.1315|13.8916|12.2951| 1.5965

    7.2830| 9.7342|10.0935| 9.2550| 0.8384

    7.3598|17.4746|18.6372|16.1241| 2.5130

    7.5841|17.0885|18.8444|15.6893| 3.1551

    7.3509|11.9649|12.5066|11.2908| 1.2158

    7.2286|13.1388|13.9449|12.2626| 1.6823

    7.2070|14.8107|16.1609|13.6204| 2.5405

    7.3925|10.9669|11.3910|10.4154| 0.9756

    7.5348|18.3978|19.5900|16.9210| 2.6690

    7.2917|15.2904|16.6570|14.1330| 2.5240

    7.3699| 8.3229| 8.4857| 8.0650| 0.4207

    7.3136|14.4012|15.6811|13.2665| 2.4147

    6.9387|18.5803|19.9995|17.1144| 2.8851

    7.1478|18.5177|20.7761|17.1056| 3.6704

    7.4711|16.9275|18.3247|15.6072| 2.7175

    7.3781|16.4869|18.1055|15.2327| 2.8728

    6.7989|10.1345|10.4607| 9.6749| 0.7858

    7.4072|18.9934|21.0935|17.5234| 3.5701

    6.9721|18.0046|19.8562|16.6287| 3.2275

    7.3590| 6.8809| 6.9091| 6.8747| 0.0344

    7.1652|16.3334|17.7368|15.0084| 2.7285

    7.3467|17.3212|19.1174|16.0150| 3.1023

    7.3132|14.8186|16.0560|13.7131| 2.3429

    7.2541|13.7161|14.6171|12.7849| 1.8323

    7.4101|18.1410|19.2375|16.7321| 2.5054

    7.4791|11.1929|11.6547|10.6056| 1.0491

    7.5328|16.8977|18.6246|15.5859| 3.0387

    7.0348|16.7641|18.4562|15.4938| 2.9624

    7.4729|18.7356|20.2971|17.2762| 3.0209

    7.2822|13.1540|13.9202|12.3080| 1.6122

    7.3825|15.4166|16.6059|14.2504| 2.3556

    7.2932|14.5082|15.6567|13.4511| 2.2056

    7.3192|13.8578|14.7987|12.8990| 1.8998

    7.6494|13.5532|14.2592|12.4090| 1.8502
    7.3508|14.6525|       |       |

    7.2870|16.7718|18.5623|15.4840| 3.0783

    7.1875|17.3321|18.6380|15.9970| 2.6410

    7.0360|19.5590|21.3717|17.9770| 3.3947

    7.2541| 8.8772| 9.0999| 8.5451| 0.5548

    7.3527|12.4060|13.0486|11.6516| 1.3970

    7.6445|14.8066|16.1754|13.6424| 2.5330

    7.2926|19.3101|21.3176|17.7971| 3.5205

    7.4827|16.0267|17.6240|14.7933| 2.8307

    7.4821|16.0246|17.5874|14.7963| 2.7911

    7.6882|17.9572|19.2923|16.5713| 2.7209

    7.4903|17.8537|19.8528|16.4923| 3.3605

    7.3615|16.1672|17.8661|14.8683| 2.9978

    7.3022|17.3768|19.2306|16.0414| 3.1892

    6.9157|18.1910|20.2255|16.7944| 3.4311

    7.6097|17.0927|18.8610|15.7934| 3.0676

    7.2360|15.4095|16.7668|14.2230| 2.5438

    7.2225|13.5028|14.3438|12.6178| 1.7260

    7.4494|16.8256|18.5931|15.5353| 3.0578

    7.5411|15.5001|16.4074|13.7184| 2.6890
          |15.7749|       |       |

    7.2271| 8.0819| 8.1970| 7.9157| 0.2813

    7.3491|13.0262|13.7590|12.1993| 1.5597

    7.2146|15.7159|16.7720|14.4082| 2.3638
   -0.0789|17.2871|       |       |

    7.4184| 9.1918| 9.4491| 8.8187| 0.6304

    7.5435|18.2025|18.4532|16.7528| 1.7004

    7.3590|15.9558|17.5324|14.7352| 2.7972

    7.1605|19.5194|20.4058|17.8913| 2.5145

    7.7667|19.2522|18.4824|17.5863| 0.8961

    7.4014|17.0685|18.3041|15.7581| 2.5460

    6.8576|15.8972|17.4442|14.6745| 2.7696

    7.7717| 9.4255| 9.7085| 9.0139| 0.6946

    7.2979|17.6776|19.4829|16.3188| 3.1641

    7.0900| 9.8065|10.1018| 9.3837| 0.7181

    7.6277|18.5173|19.9159|17.0432| 2.8727

    8.2942|12.1799|12.8084|11.4390| 1.3695

    7.2270|16.2008|17.7666|14.9495| 2.8171

    7.2216|10.8234|11.2559|10.2597| 0.9962

    7.3350|17.1434|18.9864|15.8211| 3.1653

    7.2147|12.0873|12.8133|11.2611| 1.5522

    7.4608|16.4278|16.7696|14.1658| 2.6038
          |15.8426|17.0416|14.1550| 2.8866

    7.4135|16.1008|17.6887|14.8575| 2.8311

    7.5808|17.3268|18.8686|16.0115| 2.8571

    7.4909|17.0327|18.7377|15.7462| 2.9915

    7.7224| 5.4132| 5.4038| 5.4811|-0.0773

    7.2227|12.2080|12.8084|11.4852| 1.3232

    7.2751|12.1360|12.9627|11.2462| 1.7165

    7.2178| 7.3391| 7.4052| 7.2642| 0.1410

    7.3495| 8.8806| 9.0986| 8.5541| 0.5444

    7.4778|17.8043|19.7160|16.4465| 3.2696

    7.3614|18.0212|19.9780|16.6478| 3.3302

    7.3876|16.5688|18.2524|15.2844| 2.9680

    7.7712|17.7472|19.6904|16.3929| 3.2975

    7.3205|12.0960|12.6535|11.4075| 1.2459

    7.4156|16.8301|18.6337|15.5201| 3.1136

    7.3337|15.8142|17.3739|14.5865| 2.7874

    6.9395|16.7999|18.5957|15.4674| 3.1284

    7.1599|10.1567|10.4817| 9.6961| 0.7856

    7.1163|17.0908|18.8669|15.7918| 3.0751

    7.0745|17.7321|19.6355|16.3453| 3.2902

    7.2054|11.3411|11.7997|10.7660| 1.0337

    7.3664|17.5628|19.3634|16.2214| 3.1420

    7.4962| 6.1453| 6.1406| 6.1848|-0.0442

    7.3061|17.5492|19.4090|16.2187| 3.1903

    7.4870| 9.9216|10.2358| 9.4751| 0.7607

    7.4823|14.0959|15.1259|13.0909| 2.0350

    7.4512|17.1151|19.0053|15.7673| 3.2380

    7.5650|13.0366|13.7837|12.2009| 1.5828

    7.0658|18.7931|20.8302|17.3420| 3.4882

    7.3431|13.4851|14.3380|12.5853| 1.7527

    7.0937|16.7430|18.4002|15.4666| 2.9337

    7.2931|16.6810|18.3734|15.4158| 2.9577

    7.3776|16.6197|18.3166|15.3435| 2.9731

    7.3730|17.2578|19.0539|15.9479| 3.1060

    7.3824|12.7930|13.4875|12.0033| 1.4842

    7.2962|16.5030|18.1878|15.2391| 2.9487

    7.0343|17.1863|       |       |
    7.0730|15.6744|17.3449|14.3706| 2.9743

    7.0730|15.6744|17.3449|14.3706| 2.9743
    7.0343|17.1863|       |       |

    7.3710|15.3773|16.8903|14.1666| 2.7237

    7.8176| 8.7672| 8.9983| 8.4336| 0.5647

    7.1451|17.5173|19.3573|16.1983| 3.1590

    7.4340|11.1998|11.6422|10.6266| 1.0156

    6.7950|16.1675|17.8765|14.8901| 2.9864

    7.3982|15.8764|17.4418|14.6466| 2.7951

    7.3262|16.9633|18.7579|15.6494| 3.1085

    7.0830|19.8240|21.8118|18.3082| 3.5036

    7.8271|18.2068|       |       |

    7.4255|17.6629|19.7119|16.3260| 3.3859

    6.7136|17.3528|19.4233|15.9975| 3.4258

    7.5805|14.5650|15.7532|13.4834| 2.2698

    7.9528|16.9671|18.8530|15.6567| 3.1963

    6.8306|12.8494|13.5253|12.0767| 1.4487

    7.1053|10.7203|11.1097|10.2010| 0.9087

    7.5671| 8.0772| 8.2105| 7.8816| 0.3289

    7.4542|15.1779|16.5345|14.0312| 2.5033

    7.6831|16.4450|18.1097|15.1916| 2.9181

    7.6328|16.7137|18.4542|15.4377| 3.0165

    6.6632|18.6283|20.4277|17.1439| 3.2838

    7.4467|14.3738|15.4848|13.3290| 2.1558

    7.0613|16.9580|18.5678|15.6690| 2.8989

    7.2144|13.3195|14.1204|12.4512| 1.6692

    7.7000|17.2742|19.1152|15.9409| 3.1743

    7.5456|15.6346|17.0823|14.4428| 2.6395

    7.1949|17.0543|18.8849|15.7416| 3.1433

    7.2850|11.3098|11.7902|10.7073| 1.0829

    7.3291|15.1975|16.5126|14.0591| 2.4536

    7.0286|10.2189|10.5536| 9.7477| 0.8059

    7.3383|15.2953|16.6614|14.1336| 2.5278

    7.0457|18.2235|20.2752|16.8297| 3.4454

    7.3619|17.7214|19.5058|16.3658| 3.1400

    7.3210|10.5972|10.9749|10.0815| 0.8934

    6.9698|18.4847|20.3405|17.0984| 3.2421

    7.2130|16.9171|18.7060|15.6068| 3.0992

    7.3962|16.2898|17.9055|15.0285| 2.8770

    7.8998|16.8972|18.6529|15.5982| 3.0546

    7.4562|19.0256|20.7958|17.5262| 3.2697

    6.6829|15.5382|16.9773|14.3456| 2.6317

    7.5484|18.6745|20.5099|17.2367| 3.2732

    7.3878|15.5586|17.0107|14.3639| 2.6468

    7.4386|16.6886|18.3669|15.4129| 2.9540

    7.2856|17.7282|19.6623|16.3898| 3.2725

    8.0352|15.7469|17.2041|14.4943| 2.7098

    7.0901|16.1514|17.7938|14.9034| 2.8904

    7.4668|15.8105|17.3209|14.5986| 2.7223

    7.5486|16.3211|18.0009|15.0625| 2.9384

    7.8383|17.7246|19.5917|16.3611| 3.2306

    7.1950| 9.3630| 9.6345| 8.9692| 0.6654

    7.3925|18.5976|20.5751|17.1786| 3.3965

    7.0886|17.8159|19.7698|16.4620| 3.3077

    7.3780|10.5285|10.9131| 9.9992| 0.9139

    7.1419|17.8882|19.7655|16.5348| 3.2307

    7.2833|15.9881|17.5385|14.7605| 2.7780

    7.5052|17.0597|18.7593|15.7556| 3.0038

    7.2405|11.5117|12.0098|10.8850| 1.1248

    7.3697|13.7540|14.6774|12.8096| 1.8678

    7.2457|16.6118|18.2382|15.3448| 2.8934

    7.5043|16.6271|18.2582|15.3569| 2.9013

    7.4408|15.1739|16.5326|14.0177| 2.5149

    7.1725|17.2135|19.0490|15.8936| 3.1554

    7.1850|10.8513|11.3500|10.2252| 1.1249

    7.2381|12.3724|12.9606|11.6542| 1.3064

    6.8364|13.8832|14.7733|12.8439| 1.9294
          |16.0494|       |       |

    7.4944|16.5263|18.1488|15.2748| 2.8740

    7.4432|15.2896|16.6638|14.1309| 2.5329

    7.5932|18.9984|20.8770|17.5440| 3.3330

    7.7293|16.7860|18.5231|15.5031| 3.0200

    7.6435|18.1382|20.1879|16.7556| 3.4323

    7.4266|10.6978|11.0889|10.1706| 0.9183

    6.8601|17.2568|18.9835|15.9457| 3.0378

    7.2768|15.9984|17.5954|14.7602| 2.8352

    7.1807|17.0485|18.7988|15.7256| 3.0733

    7.5475|13.7830|14.7245|12.8133| 1.9113

    7.2060|16.0041|17.6096|14.7696| 2.8400

    7.2607| 9.4268| 9.7106| 9.0225| 0.6881

    7.3316|17.2557|19.0295|15.9610| 3.0685

    7.6137|16.3558|17.9866|15.0959| 2.8906

    7.3855|16.4259|18.0250|15.1590| 2.8660

    7.8720|15.4666|16.9758|14.2460| 2.7298

    7.4066|11.2584|11.7276|10.6435| 1.0841

    7.2623|15.8898|17.4020|14.6689| 2.7331

    7.3537|15.5402|17.2444|14.2643| 2.9801

    6.9414|17.6486|19.5470|16.3269| 3.2201

    7.0460|11.9884|12.5339|11.3196| 1.2143

    7.3942|15.6783|17.3627|14.4108| 2.9519

    7.9446|17.1750|19.0037|15.8578| 3.1458

    7.2665|17.1664|18.9358|15.8604| 3.0754

    7.5148|16.5067|18.2134|15.2378| 2.9755

    7.4299|17.3654|19.2660|16.0292| 3.2368

    7.4695|18.0262|19.9737|16.6343| 3.3394

    7.4181| 8.0279| 8.1424| 7.8654| 0.2770

    7.5719|17.3357|19.2125|16.0078| 3.2048

    7.4425|11.6903|12.1969|11.0557| 1.1411

    7.2256|14.9126|16.2040|13.7797| 2.4243

    7.5908|17.5866|19.4040|16.2477| 3.1563

    7.2278|15.2763|16.6219|14.1198| 2.5021

    7.6960|15.7656|17.4512|14.4969| 2.9543

    7.2920|16.2767|17.9003|15.0122| 2.8881

    7.6058|17.4762|19.3511|16.1537| 3.1974

    7.4424|17.1292|18.8636|15.8090| 3.0546

    7.3201|17.5691|19.3752|16.2159| 3.1593

    7.5892|14.5648|15.7614|13.4824| 2.2790

    7.6321|13.5903|14.1670|12.2228| 1.9442
    8.3606|13.4899|13.9947|12.1482| 1.8465

    7.6421|17.2902|19.1543|15.9652| 3.1892

    7.4420|13.8532|14.7943|12.8860| 1.9082

    7.4713|13.6791|14.5838|12.7450| 1.8388

    7.0447|17.6676|19.5224|16.3293| 3.1931

    7.3320|13.6485|14.5423|12.7138| 1.8285

    8.0325|17.2036|19.0546|15.8845| 3.1701

    7.5431|17.3596|19.1141|16.0216| 3.0925

    7.3421|12.5720|13.2171|11.8052| 1.4119

    7.3416|17.2127|19.0869|15.9029| 3.1840

    7.4187|17.5942|19.5991|16.2419| 3.3572

    7.6559|15.7740|17.2099|14.4440| 2.7659
          |17.6827|       |       |

    7.5293|15.4330|16.8743|14.2451| 2.6292

    7.5750| 9.7295|10.0213| 9.3110| 0.7103

    7.4576|16.9538|18.7718|15.6684| 3.1034

    7.3393|16.3888|18.0486|15.1266| 2.9221

    7.6507|17.0301|19.0072|15.6746| 3.3326

    7.3137|15.5944|17.0791|14.3941| 2.6850

    7.7688|14.8795|16.1849|13.7455| 2.4395

    6.8719|17.1024|18.9332|15.7965| 3.1367

    8.0548|17.4103|19.5368|16.0353| 3.5015

    8.0317|16.2506|17.9106|14.9825| 2.9281

    7.4415| 7.6333| 7.7222| 7.5131| 0.2091

    7.5868|16.2008|17.8438|14.9396| 2.9042

    7.5007|17.0778|18.9497|15.7491| 3.2006

    7.4273|16.9312|18.7427|15.6256| 3.1171

    8.0543|16.8986|18.6880|15.5931| 3.0949

    7.2674|19.1655|21.1425|17.6479| 3.4946

    7.3257|18.0838|19.8549|16.7627| 3.0922

    8.0171|16.7171|18.6320|15.3948| 3.2372

    7.5250|16.4359|18.1796|15.1546| 3.0250

    7.2846|11.3100|11.7795|10.7226| 1.0569

    7.2483| 9.2954| 9.5740| 8.8877| 0.6863

    7.2912| 8.3478| 8.5225| 8.0797| 0.4428

    7.6905|13.8047|14.7763|12.8386| 1.9376

    7.5736|17.4326|19.3812|16.1013| 3.2799

    7.6779|14.3678|15.5048|13.3155| 2.1893

    7.0867|18.1222|20.0290|16.7198| 3.3092

    7.2885| 8.6201| 8.8266| 8.3106| 0.5161

    8.0190|17.3021|19.0971|15.9928| 3.1043

    7.4224|13.7666|14.7152|12.8054| 1.9098

    7.5327|18.5746|20.6449|17.1214| 3.5236

    6.8340|18.8853|21.0044|17.4209| 3.5835

    7.8467|16.8099|18.6925|15.4930| 3.1994

    7.3090|16.6822|18.5976|15.3531| 3.2445

    7.2405|17.8992|19.8713|16.5472| 3.3241

    7.2898|18.8641|20.8656|17.4022| 3.4633

    7.9093|16.1568|17.7830|14.9018| 2.8812

    7.4160|17.7213|19.8267|16.2969| 3.5298

    7.0127|16.9769|18.7684|15.6816| 3.0868

    7.8803|16.5198|18.2384|15.2506| 2.9878

    7.3303|18.0056|19.7625|16.6283| 3.1342

    7.6940|11.1952|11.6568|10.6163| 1.0405

    7.9026|17.6534|19.6248|16.3099| 3.3149

    7.7518|17.4960|19.4794|16.1760| 3.3034

    7.1894|15.4311|16.8777|14.2401| 2.6375

    7.1811|12.1912|12.7922|11.4792| 1.3130

    7.9148|17.7856|19.7419|16.4426| 3.2993

    7.3636|16.5941|18.3609|15.2953| 3.0656

    7.3624|17.5989|19.4408|16.2536| 3.1873

    7.9355|14.7348|15.9978|13.6182| 2.3796

    7.2192|16.9198|18.7878|15.5724| 3.2154

    7.1921|18.5149|20.5309|17.1083| 3.4225

    7.3092|12.3888|13.0137|11.6457| 1.3680

    7.5663|17.2180|19.0870|15.8679| 3.2191

    7.2678|15.7606|17.4134|14.5003| 2.9131

    7.3330|12.0406|12.5925|11.3683| 1.2242

    7.3732|16.2769|18.0370|14.9961| 3.0409

    7.2618|16.4133|18.0772|15.1640| 2.9132

    7.4682|18.2066|20.3762|16.7840| 3.5922

    7.2945|13.8716|14.8025|12.8530| 1.9495
          |17.0409|       |       |

    7.6651|17.7669|19.5954|16.3897| 3.2057

    6.9529|18.8933|20.8124|17.4491| 3.3634

    7.7195| 9.7065|10.0014| 9.2833| 0.7181

    7.2894|12.5577|13.2520|11.7597| 1.4924

    7.1622|16.4116|18.1735|15.1346| 3.0389

    7.4429|14.1764|15.2346|13.1595| 2.0751

    7.2380|15.1120|16.4571|13.9645| 2.4926

    7.0535| 7.2563| 7.3095| 7.2039| 0.1056

    7.6283|16.8317|18.6724|15.5333| 3.1391

    7.0585|19.3052|20.9718|17.7792| 3.1926

    7.4177|18.1780|20.3410|16.7861| 3.5549

    7.3968|13.3696|14.1993|12.4860| 1.7133

    7.2295|15.4167|16.8150|14.2483| 2.5668

    7.4973|16.4453|18.1466|15.1711| 2.9756

    7.0420|11.3588|11.9387|10.6815| 1.2572

    8.0496|17.5541|19.5440|16.1985| 3.3455

    7.0219|17.8632|20.1176|16.4461| 3.6715

    7.4803|11.1654|11.6227|10.5827| 1.0400

    7.1444|16.9966|18.7330|15.7078| 3.0252

    7.3816|10.2288|10.6132| 9.7132| 0.9000

    7.5086|16.5883|18.2430|15.3110| 2.9320

    7.4827|16.9071|18.6620|15.6228| 3.0392

    7.3538|17.6454|19.4960|16.2846| 3.2114

    7.2483|10.2034|10.5600| 9.7123| 0.8477

    8.0645|16.4672|18.1970|15.1851| 3.0119

    7.5600|17.0022|18.8220|15.6909| 3.1311

    7.2273|17.7957|19.7453|16.4395| 3.3058

    7.3654|14.6281|15.7638|13.5388| 2.2249

    7.4439|16.8035|17.8068|15.5064| 2.3004

    7.2934|17.0661|18.8921|15.7597| 3.1325

    7.0952|16.2358|17.6237|14.9787| 2.6450

    7.2237|17.2203|19.0212|15.8945| 3.1267

